"","lon","lat"
"255",-120.7401385,47.7510741
"256",-84.030022,32.2940069
"257",-84.6829336,32.8905558
"258",-84.7353924,31.1753732
"259",-84.2053167,31.229773
"260",-83.9453995,33.0314778
"261",-78.8780326,38.4380051
"262",-84.7830378,34.7799558
"263",-84.9847667,32.4801652
"264",-84.9599709,32.5055219
"265",-84.9812913,32.480438
"266",-83.8478329,33.6013604
"267",-84.7815101,33.9007155
"268",-60.7663292,45.615099
"269",-84.4481517,34.445618
"270",-85.1947618,34.0141903
"271",-83.428492,33.8077102
"272",-83.3711491,33.3356127
"273",-83.415444,34.8837598
"274",-84.7930182,31.7754198
"275",-82.0943163,33.4856024
"276",-81.9830535,33.4711803
"277",-82.018268,33.465676
"278",-82.1257141,33.4305621
"279",-82.0270684,33.465049
"280",-81.9899149,33.4706236
"281",-84.0013731,33.6809707
"282",-81.6468071,32.7498791
"283",-84.8816162,31.0509415
"284",-121.876536,37.330266
"285",-83.3479768,34.5929016
"286",-84.2179279,32.0733169
"287",-83.9721112,30.8250751
"288",-87.4842266,36.856556
"289",-82.3757392,32.2091036
"290",-72.5464244,41.9165957
"291",-85.0586022,33.032552
"292",-83.9626051,34.8859816
"293",-84.3361834,32.8862947
"294",-83.7502902,33.7989051
"295",-82.3477633,31.2248086
"296",-82.8042517,32.9957801
"297",-97.7513822,30.2561507
"298",-84.984842,34.7898846
"299",-76.1435235,43.1415144
"300",-83.8395028,31.5120798
"301",-73.991281,40.7324459
"302",-89.4081132,38.9030659
"303",-73.9685197,40.7641218
"304",-86.5269881,39.1591952
"305",-88.2138667,40.1178765
"306",-88.2276504,40.1179701
"307",-85.7657091,41.0080432
"308",-89.2939243,39.5550958
"309",-88.4727698,38.6808547
"310",-89.5239582,38.626291
"311",-88.2740982,39.4879106
"312",-88.1410926,42.0531336
"313",-87.7917155,41.8321425
"314",-87.6985072,41.8551908
"315",-87.8142891,41.9876791
"316",-87.696602,41.5663888
"317",-87.8407386,41.8607002
"318",-87.6261192,41.6922672
"319",-87.5679334,41.7265222
"320",-87.6373774,41.9340924
"321",-87.5690144,41.7494001
"322",-87.6829261,41.9020876
"323",-87.6846162,42.0654141
"324",-87.6692023,41.8747707
"325",-87.6136579,41.8025503
"326",-87.710796,41.5232407
"327",-87.8031698,41.878649
"328",-87.6045656,41.7883128
"329",-87.7326182,41.721808
"330",-87.9924834,42.0681926
"331",-88.1108278,41.9679569
"332",-87.6834001,42.0247175
"333",-87.6596248,41.6078955
"334",-87.6511754,41.9367723
"335",-87.6336764,41.7785632
"336",-87.649025,41.966637
"337",-87.6213364,41.8467816
"338",-87.8863882,41.7967451
"339",-87.6520715,41.9548115
"340",-87.6996714,41.9006786
"341",-87.5849183,41.757506
"342",-87.6957082,41.8601272
"343",-87.7625949,41.7200299
"344",-87.6209858,41.8946256
"345",-87.7761143,41.8913716
"346",-87.6760549,41.8730689
"347",-118.250372,33.8899646
"348",-88.0155173,42.0054052
"349",-87.7677309,41.9457243
"350",-87.6708136,41.9732053
"351",-87.6769964,41.8699458
"352",-87.6927027,41.7690386
"353",-87.6704545,41.8688335
"354",-87.9963226,41.9040106
"355",-87.847611,42.0384783
"356",-87.6770674,41.6586704
"357",-87.6986393,41.9749565
"358",-87.8121386,41.6690972
"359",-87.8353348,41.8589634
"360",-87.7499535,39.013167
"361",-88.9646496,40.148421
"362",-87.920693,41.8056107
"363",-88.1534222,41.7606589
"364",-88.0570138,41.9152811
"365",-88.0082922,41.8197069
"366",-88.2708374,41.7286117
"367",-88.1683629,41.8269421
"368",-87.9358675,41.8640197
"369",-87.677363,39.6070763
"370",-87.6586717,41.1676827
"371",-89.098661,38.9696987
"372",-88.3702179,40.4785276
"373",-88.9181631,38.0098712
"374",-88.5436438,37.7404971
"375",-93.7938734,42.2926607
"376",-88.4264543,41.3698126
"377",-88.5405196,38.086841
"378",-91.1113417,40.4093235
"379",-88.3516272,37.4221465
"380",-86.1456903,39.77552
"381",-89.9470704,41.220736
"382",-87.7315751,40.7659981
"383",-89.2202884,37.7277551
"384",-89.3247088,37.7740087
"385",-88.9387805,38.2972034
"386",-88.9369718,38.3120222
"387",-90.3424807,39.110282
"388",-96.6039718,33.6596378
"389",-88.3394539,41.9071023
"390",-88.325753,42.0357043
"391",-84.3551199,33.7910654
"392",-88.331003,42.07042
"393",-87.8830805,41.1240078
"394",-87.8720068,41.1203944
"395",-90.3657881,40.9556647
"396",-90.3593847,40.9874112
"397",-87.8651797,42.2530372
"398",-87.8327177,42.3781863
"399",-87.8604887,42.3067247
"400",-88.1732048,42.1956043
"401",-87.9573146,42.2746597
"402",-88.8242924,41.3577487
"403",-87.6507966,41.8840524
"404",-89.0875536,41.5530314
"405",-89.0465083,42.6624557
"406",-117.8640508,33.7455457
"407",-88.6794359,40.8708015
"408",-89.3900347,40.1534836
"409",-90.6657847,40.4479137
"410",-88.4008463,42.2755106
"411",-96.6341292,33.1611943
"412",-97.3618034,32.5366943
"413",-88.991037,40.4971689
"414",-81.3537129,28.543817
"415",-117.3058841,33.6605441
"416",-88.9618217,39.8668512
"417",-89.7893815,39.0151072
"418",-89.8829993,39.2989191
"419",-89.6675851,38.7546339
"420",-94.5952145,39.0875075
"421",-89.9462256,38.7368469
"422",-90.1729495,38.9077024
"423",-71.0812788,42.3615984
"424",-89.1172755,38.5300938
"425",-88.9487184,38.6415617
"426",-90.0545347,40.3053399
"427",-88.740078,37.1664171
"428",-90.7595197,41.2045899
"429",-89.4809133,39.1516879
"430",-89.6390656,39.1811987
"431",-89.9234436,35.9286097
"432",-87.624687,41.899549
"433",-89.5939084,40.7525675
"434",-89.5951391,40.6993049
"435",-89.5905744,40.7019828
"436",-89.3492236,38.0849851
"437",-77.0454274,38.8143723
"438",-81.0539155,32.3152138
"439",-87.6447898,41.8834489
"440",-74.0092635,40.7274754
"441",-87.5713695,41.6302104
"442",-96.7622597,35.9802335
"443",-87.9013552,43.0712567
"444",-119.0330591,35.374194
"445",-90.3924545,41.5366444
"446",-122.3003609,37.8125912
"447",-88.52486,37.7310271
"448",-89.6459353,39.8046865
"449",-121.9007729,37.3490358
"450",-90.564367,40.118099
"451",-84.444624,42.569587
"452",-89.6385509,42.2949828
"453",-71.0618584,42.3570991
"454",-89.632782,40.5630734
"455",-95.556765,33.6663863
"456",-104.798989,38.8448695
"457",-87.5861855,40.1240779
"458",-76.2914434,40.0410378
"459",-81.0305772,34.0437169
"460",-90.6581848,40.9222574
"461",-118.257121,34.0473414
"462",-88.3752292,38.3812333
"463",-89.6969748,41.8027361
"464",-118.2505609,34.1503163
